log_hhsize,region,fer_electrique,fer_charbon,bonbonne_gaz,ventilo,voiture,ordinateur,frigo,type_logement,statut_occup,eclairage,materiau_toit,nature_sol,source_eau_ss,materiau_mur,tx_promiscuite,dem_emp_rate,activ12m,age,educ_hi,sexe,mode_evac_ordure,type_sanitaire,partage_sanitaire,excrement_hors_concess,evac_eau_usees,milieu,pauvre,hhid,source
2.0794415416798357,14,2,2,2,2,2,2,2,2,2,1,3,2,2,1,1.1428571428571428,37.5,2,59.0,3.0,1,3,1,2,1.0,4,2.0,1,59504.0,2
2.70805020110221,14,2,2,2,2,2,2,2,2,3,1,3,2,2,2,3.0,16.666666666666664,2,47.0,3.0,1,5,2,2,2.0,4,2.0,1,59503.0,2
1.3862943611198906,14,2,2,2,2,2,2,2,2,1,4,3,2,3,4,1.3333333333333333,50.0,2,52.0,3.0,1,5,2,1,2.0,4,2.0,1,59502.0,2
1.9459101490553132,14,2,1,2,2,2,2,2,2,2,3,3,2,2,1,1.4,28.57142857142857,2,73.0,1.0,1,3,2,2,2.0,4,2.0,1,59412.0,2
2.5649493574615367,14,2,2,2,2,2,2,2,2,2,3,3,3,2,2,1.625,38.46153846153847,1,64.0,1.0,1,3,2,2,,3,2.0,1,59409.0,2
0.0,14,2,2,2,2,2,2,2,2,1,1,3,3,1,2,1.0,100.0,2,40.0,3.0,1,3,2,1,4.0,3,2.0,0,59408.0,2
2.1972245773362196,14,2,2,2,2,2,2,2,2,2,3,3,3,2,4,1.2857142857142858,22.22222222222222,2,55.0,1.0,1,5,2,2,5.0,4,2.0,1,59407.0,2
2.0794415416798357,14,2,1,2,2,2,2,2,2,2,3,3,3,2,2,2.6666666666666665,12.5,2,38.0,1.0,1,5,2,2,4.0,4,2.0,1,59406.0,2
2.0794415416798357,14,2,1,2,2,2,2,2,2,2,3,3,2,2,4,1.3333333333333333,25.0,2,64.0,1.0,2,4,2,2,,3,2.0,1,59405.0,2
2.1972245773362196,14,2,2,2,2,2,2,2,2,2,3,3,3,2,4,1.8,22.22222222222222,2,60.0,1.0,1,5,2,1,2.0,4,2.0,0,59404.0,2
1.9459101490553132,14,2,2,2,2,2,2,2,2,2,4,3,3,1,2,1.75,28.57142857142857,2,35.0,6.0,1,3,2,2,,3,2.0,1,59403.0,2
2.1972245773362196,14,2,2,2,2,2,2,2,2,2,4,3,3,2,4,1.5,22.22222222222222,2,32.0,3.0,1,5,2,2,4.0,4,2.0,0,59401.0,2
1.791759469228055,14,2,2,1,2,2,2,2,2,1,1,3,2,2,4,1.5,14.285714285714285,2,39.0,3.0,2,5,2,2,2.0,4,2.0,1,59312.0,2
1.791759469228055,14,2,2,2,2,2,2,2,2,2,4,3,2,2,2,1.5,16.666666666666664,2,55.0,1.0,1,5,2,2,2.0,4,2.0,1,59310.0,2
0.0,14,2,2,2,2,2,2,2,2,3,4,3,3,2,2,0.25,100.0,2,57.0,3.0,1,5,2,2,2.0,4,2.0,0,59309.0,2
1.9459101490553132,14,2,2,2,2,2,2,2,2,1,4,3,3,2,4,1.1666666666666667,25.0,2,47.0,3.0,1,5,2,2,2.0,4,2.0,1,59308.0,2
2.70805020110221,14,2,2,2,1,2,2,1,2,2,1,3,2,2,2,1.875,13.333333333333334,2,48.0,1.0,1,3,2,1,2.0,4,2.0,1,59305.0,2
1.0986122886681098,14,2,2,2,2,2,2,2,2,1,4,3,3,2,4,1.0,33.33333333333333,2,61.0,1.0,2,5,2,2,2.0,4,2.0,0,59304.0,2
1.9459101490553132,14,2,2,1,2,2,2,2,2,2,1,3,2,1,4,0.875,14.285714285714285,2,60.0,1.0,2,5,2,2,2.0,4,2.0,0,59303.0,2
1.791759469228055,14,2,2,1,2,2,2,2,2,2,1,3,2,2,2,1.2,33.33333333333333,2,54.0,3.0,1,5,2,2,2.0,3,2.0,1,59302.0,2
2.1972245773362196,14,2,2,2,2,2,2,2,2,2,3,3,2,2,2,1.5,30.0,2,63.0,1.0,1,5,1,1,2.0,4,2.0,0,59301.0,2
1.791759469228055,14,2,2,2,2,2,2,2,2,1,4,3,2,2,1,2.0,16.666666666666664,2,42.0,1.0,1,1,2,2,2.0,4,2.0,0,58713.0,2
2.4849066497880004,14,2,2,2,2,2,2,2,2,2,3,3,3,2,2,1.7142857142857142,25.0,2,65.0,1.0,1,5,2,2,,4,2.0,1,58712.0,2
2.5649493574615367,14,2,2,2,2,2,2,2,2,2,3,4,3,1,2,1.625,7.6923076923076925,2,44.0,1.0,1,5,2,2,2.0,4,2.0,1,58711.0,2
2.0794415416798357,14,2,2,2,2,2,2,2,2,2,4,4,3,2,4,1.6,12.5,2,53.0,1.0,1,5,2,2,,4,2.0,0,58710.0,2
3.044522437723423,14,2,1,1,2,2,2,2,2,2,3,3,2,3,1,2.3333333333333335,4.761904761904762,2,56.0,1.0,1,3,2,2,2.0,4,2.0,1,58709.0,2
1.9459101490553132,14,2,1,2,2,2,2,2,2,2,4,3,3,1,1,1.75,14.285714285714285,1,77.0,1.0,1,1,2,2,2.0,3,2.0,0,58708.0,2
1.791759469228055,14,2,2,2,2,2,2,2,2,2,3,4,3,3,2,2.0,33.33333333333333,2,52.0,1.0,1,5,2,2,2.0,4,2.0,1,58707.0,2
2.70805020110221,14,2,1,1,2,2,2,2,2,2,3,3,3,3,1,2.142857142857143,33.33333333333333,2,63.0,1.0,1,3,2,2,2.0,4,2.0,1,58706.0,2
1.6094379124341003,14,2,2,2,2,2,2,2,2,2,4,3,3,1,4,1.6666666666666667,20.0,2,25.0,1.0,1,5,2,2,2.0,4,2.0,0,58705.0,2
1.3862943611198906,14,2,2,2,2,2,2,2,4,2,4,5,3,1,2,1.3333333333333333,0.0,1,71.0,1.0,1,5,2,2,2.0,4,2.0,0,58704.0,2
2.4849066497880004,14,2,2,2,2,2,2,2,2,2,3,3,3,3,4,1.5,16.666666666666664,2,45.0,1.0,1,5,2,2,,2,2.0,1,58703.0,2
1.791759469228055,14,2,2,1,2,2,2,2,2,2,3,3,2,1,1,1.2,16.666666666666664,2,36.0,1.0,1,5,1,2,2.0,4,2.0,0,58701.0,2
2.9444389791664403,14,2,2,2,2,2,2,2,2,2,3,3,2,2,1,3.1666666666666665,10.526315789473683,2,53.0,1.0,1,5,2,2,2.0,4,2.0,1,58613.0,2
2.5649493574615367,14,2,2,2,2,2,2,2,2,2,3,3,2,2,2,2.6,0.0,2,69.0,3.0,1,5,2,2,,4,2.0,1,58612.0,2
2.995732273553991,14,2,2,2,2,2,2,2,2,1,3,3,2,2,2,5.0,4.761904761904762,2,43.0,1.0,1,5,2,2,4.0,4,2.0,1,58611.0,2
2.9444389791664403,14,2,1,2,2,2,2,2,3,2,3,2,2,3,2,1.5833333333333333,10.526315789473683,2,55.0,1.0,1,5,2,2,2.0,3,2.0,1,58609.0,2
3.295836866004329,14,2,2,2,2,2,2,2,2,2,3,3,2,2,1,1.6875,10.714285714285714,2,55.0,1.0,1,5,2,2,2.0,4,2.0,1,58607.0,2
2.6390573296152584,14,2,2,2,2,2,2,2,2,2,4,3,2,2,3,1.5555555555555556,7.142857142857142,2,54.0,1.0,1,3,2,2,2.0,4,2.0,1,58605.0,2
2.302585092994046,14,2,2,2,2,2,2,2,2,2,3,3,2,2,1,2.0,10.0,2,59.0,1.0,1,5,2,2,,4,2.0,1,58604.0,2
3.091042453358316,14,2,2,2,2,2,2,2,2,2,3,2,2,3,1,2.4444444444444446,4.545454545454546,2,47.0,1.0,1,5,2,2,2.0,4,2.0,1,58603.0,2
1.9459101490553132,14,2,2,2,2,2,2,2,2,3,3,3,2,2,1,3.5,14.285714285714285,2,34.0,1.0,1,5,2,2,2.0,4,2.0,1,58602.0,2
1.0986122886681098,14,2,2,2,2,2,2,2,2,2,3,3,2,2,1,1.0,25.0,2,41.0,1.0,1,5,2,2,4.0,4,2.0,1,58601.0,2
1.6094379124341003,14,2,2,2,2,2,2,2,2,3,3,3,3,2,2,2.5,28.57142857142857,2,52.0,1.0,2,3,2,2,2.0,4,2.0,1,58512.0,2
3.044522437723423,14,2,1,2,2,2,2,2,2,2,3,3,3,1,1,1.1666666666666667,21.73913043478261,1,67.0,1.0,1,2,2,2,4.0,3,2.0,1,58511.0,2
1.9459101490553132,14,2,1,2,2,2,2,2,2,2,3,3,3,1,2,1.4,11.11111111111111,1,66.0,1.0,2,5,2,2,2.0,4,2.0,1,58510.0,2
1.791759469228055,14,2,2,2,2,2,2,2,2,2,3,3,3,2,2,0.5,16.666666666666664,1,48.0,1.0,2,5,2,2,2.0,4,2.0,0,58509.0,2
2.1972245773362196,14,2,1,1,2,2,2,2,2,3,3,3,2,1,2,1.125,16.666666666666664,2,57.0,3.0,1,3,2,2,2.0,4,2.0,0,58508.0,2
1.791759469228055,14,2,1,2,1,2,2,2,2,2,3,3,3,2,1,0.75,14.285714285714285,1,81.0,1.0,1,5,2,2,2.0,3,2.0,0,58507.0,2
1.791759469228055,14,2,2,2,2,2,2,2,2,2,4,3,3,3,4,1.0,50.0,2,61.0,1.0,1,5,2,2,,4,2.0,0,58506.0,2
2.5649493574615367,14,2,1,1,2,2,2,2,2,3,3,3,3,1,2,1.625,30.76923076923077,2,63.0,1.0,1,3,2,1,2.0,4,2.0,0,58505.0,2
1.6094379124341003,14,2,2,1,2,2,2,2,2,3,4,3,2,2,2,1.0,20.0,2,37.0,3.0,1,3,2,2,2.0,4,2.0,1,58503.0,2
2.3978952727983707,14,2,2,2,2,2,2,2,2,2,3,5,2,2,2,0.7857142857142857,8.333333333333332,2,58.0,1.0,1,5,2,2,2.0,4,2.0,1,58501.0,2
2.3978952727983707,14,2,2,2,2,2,2,2,2,2,3,3,2,2,2,2.2,9.090909090909092,2,63.0,1.0,1,5,2,2,4.0,4,2.0,1,58413.0,2
1.791759469228055,14,2,2,1,1,2,1,1,2,2,1,2,2,2,2,2.0,33.33333333333333,2,46.0,8.0,1,5,2,2,2.0,4,2.0,0,58412.0,2
1.9459101490553132,14,2,2,2,1,2,2,1,2,3,1,3,2,2,1,1.75,14.285714285714285,2,33.0,4.0,2,5,2,2,2.0,4,2.0,0,58411.0,2
2.4849066497880004,14,2,1,2,2,2,2,2,2,2,1,3,2,2,2,2.0,8.333333333333332,2,36.0,4.0,1,5,2,2,4.0,4,2.0,0,58410.0,2
1.791759469228055,14,2,2,2,2,2,2,2,2,2,1,3,1,3,1,0.8571428571428571,14.285714285714285,2,45.0,1.0,2,5,2,2,2.0,4,2.0,0,58409.0,2
1.6094379124341003,14,2,2,2,2,2,2,2,2,2,1,2,2,1,2,0.7142857142857143,40.0,1,59.0,1.0,2,5,2,2,2.0,4,2.0,0,58408.0,2
0.0,14,2,2,2,2,2,2,2,4,2,4,4,3,2,2,0.25,100.0,2,48.0,1.0,1,5,2,2,,4,2.0,0,58407.0,2
2.833213344056216,14,2,2,2,1,2,2,2,2,2,3,3,2,2,2,2.4285714285714284,16.666666666666664,1,68.0,1.0,2,5,2,2,4.0,4,2.0,1,58406.0,2
1.791759469228055,14,2,2,2,2,2,2,2,2,3,5,3,3,3,2,3.0,0.0,1,51.0,1.0,2,5,2,2,2.0,4,2.0,0,58405.0,2
2.8903717578961645,14,2,2,2,1,2,2,2,1,3,1,3,2,3,1,1.8,11.11111111111111,2,56.0,1.0,1,5,2,2,4.0,1,2.0,1,58404.0,2
2.3978952727983707,14,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2.2,18.181818181818183,2,36.0,1.0,1,5,2,2,2.0,4,2.0,1,58403.0,2
2.1972245773362196,14,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1.5,11.11111111111111,2,65.0,1.0,1,5,2,2,2.0,4,2.0,1,58402.0,2
1.6094379124341003,14,2,2,2,2,2,2,2,2,3,3,3,2,2,2,1.25,0.0,1,30.0,1.0,2,3,2,1,2.0,4,2.0,1,58312.0,2
2.302585092994046,14,2,2,2,2,2,2,2,2,2,4,3,3,3,4,2.5,10.0,2,31.0,1.0,1,5,2,2,,4,2.0,0,58310.0,2
2.3978952727983707,14,2,1,2,2,2,2,2,2,2,3,3,2,2,4,1.8333333333333333,7.6923076923076925,1,28.0,1.0,2,1,2,2,2.0,4,2.0,1,58309.0,2
1.791759469228055,14,2,1,2,1,2,2,2,2,2,3,3,2,2,1,1.0,28.57142857142857,2,64.0,1.0,1,3,2,2,2.0,4,2.0,0,58308.0,2
2.3978952727983707,14,2,2,2,2,2,2,2,2,2,3,3,1,1,1,1.8333333333333333,18.181818181818183,2,28.0,3.0,1,5,2,2,,2,2.0,1,58307.0,2
2.0794415416798357,14,2,2,1,1,2,2,2,2,2,3,3,2,2,1,1.1428571428571428,12.5,2,56.0,1.0,1,5,1,2,2.0,4,2.0,0,58306.0,2
1.3862943611198906,14,2,2,2,2,2,2,2,2,2,3,3,3,3,4,1.0,16.666666666666664,1,72.0,1.0,1,5,2,2,,2,2.0,0,58305.0,2
1.3862943611198906,14,2,2,2,2,2,2,2,2,2,3,3,3,2,2,1.0,16.666666666666664,1,72.0,1.0,2,3,2,2,2.0,4,2.0,1,58304.0,2
1.9459101490553132,14,2,2,2,2,2,2,2,2,2,3,3,3,2,2,1.1666666666666667,22.22222222222222,2,49.0,1.0,1,3,2,2,2.0,4,2.0,1,58303.0,2
1.3862943611198906,14,2,2,2,2,2,2,2,2,2,4,3,2,2,1,0.8,25.0,2,86.0,1.0,1,5,2,2,2.0,4,2.0,0,58302.0,2
2.0794415416798357,14,2,2,2,2,2,2,2,2,2,4,3,3,3,2,2.6666666666666665,25.0,2,56.0,1.0,1,3,2,2,2.0,4,2.0,1,58301.0,2
3.295836866004329,14,2,2,2,1,1,1,1,2,2,1,3,3,1,1,2.076923076923077,22.22222222222222,2,68.0,1.0,1,3,2,2,4.0,4,2.0,0,58212.0,2
2.1972245773362196,14,2,1,2,1,2,2,2,2,2,1,3,2,1,1,1.5,0.0,2,73.0,1.0,1,5,2,2,2.0,4,2.0,0,58211.0,2
2.772588722239781,14,2,1,2,1,2,2,2,2,2,1,3,2,2,4,1.3333333333333333,11.76470588235294,1,66.0,1.0,1,5,2,2,4.0,3,2.0,0,58209.0,2
2.302585092994046,14,2,2,2,2,2,2,2,2,2,5,3,3,3,2,3.3333333333333335,10.0,2,55.0,1.0,1,3,2,2,2.0,4,2.0,1,58208.0,2
1.3862943611198906,14,2,2,2,2,2,2,2,4,2,4,3,3,2,2,1.3333333333333333,25.0,2,48.0,3.0,1,5,2,2,4.0,4,2.0,0,58206.0,2
